lat,long,time
43.647,-79.461,232
43.647,-79.456,450
43.647,-79.451,216
43.647,-79.446,513
43.647,-79.441,558
43.647,-79.436,457
43.647,-79.431,269
43.647,-79.426,41
43.647,-79.421,90
43.647,-79.416,391
43.647,-79.411,446
43.647,-79.406,122
43.647,-79.401,202
43.647,-79.396,492
43.647,-79.391,385
43.647,-79.386,298
43.647,-79.381,356
43.647,-79.376,398
43.647,-79.371,469
43.647,-79.366,346
43.647,-79.361,495
43.647,-79.356,89
43.647,-79.351,506
43.647,-79.346,402
43.647,-79.341,331
43.652,-79.461,570
43.652,-79.456,422
43.652,-79.451,564
43.652,-79.446,373
43.652,-79.441,19
43.652,-79.436,476
43.652,-79.431,35
43.652,-79.426,377
43.652,-79.421,380
43.652,-79.416,82
43.652,-79.411,321
43.652,-79.406,59
43.652,-79.401,508
43.652,-79.396,445
43.652,-79.391,519
43.652,-79.386,238
43.652,-79.381,218
43.652,-79.376,425
43.652,-79.371,68
43.652,-79.366,419
43.652,-79.361,28
43.652,-79.356,392
43.652,-79.351,599
43.652,-79.346,426
43.652,-79.341,461
43.657,-79.461,41
43.657,-79.456,330
43.657,-79.451,316
43.657,-79.446,306
43.657,-79.441,222
43.657,-79.436,436
43.657,-79.431,319
43.657,-79.426,68
43.657,-79.421,328
43.657,-79.416,21
43.657,-79.411,449
43.657,-79.406,484
43.657,-79.401,65
43.657,-79.396,129
43.657,-79.391,510
43.657,-79.386,80
43.657,-79.381,325
43.657,-79.376,528
43.657,-79.371,572
43.657,-79.366,293
43.657,-79.361,595
43.657,-79.356,282
43.657,-79.351,194
43.657,-79.346,94
43.657,-79.341,463
43.662,-79.461,408
43.662,-79.456,173
43.662,-79.451,191
43.662,-79.446,122
43.662,-79.441,123
43.662,-79.436,125
43.662,-79.431,598
43.662,-79.426,183
43.662,-79.421,354
43.662,-79.416,427
43.662,-79.411,329
43.662,-79.406,65
43.662,-79.401,89
43.662,-79.396,583
43.662,-79.391,565
43.662,-79.386,511
43.662,-79.381,360
43.662,-79.376,555
43.662,-79.371,86
43.662,-79.366,72
43.662,-79.361,528
43.662,-79.356,242
43.662,-79.351,18
43.662,-79.346,122
43.662,-79.341,327
43.667,-79.461,556
43.667,-79.456,473
43.667,-79.451,573
43.667,-79.446,286
43.667,-79.441,344
43.667,-79.436,144
43.667,-79.431,102
43.667,-79.426,449
43.667,-79.421,287
43.667,-79.416,521
43.667,-79.411,384
43.667,-79.406,543
43.667,-79.401,545
43.667,-79.396,387
43.667,-79.391,361
43.667,-79.386,553
43.667,-79.381,387
43.667,-79.376,271
43.667,-79.371,304
43.667,-79.366,382
43.667,-79.361,327
43.667,-79.356,154
43.667,-79.351,377
43.667,-79.346,528
43.667,-79.341,452
43.672,-79.461,117
43.672,-79.456,93
43.672,-79.451,321
43.672,-79.446,226
43.672,-79.441,353
43.672,-79.436,240
43.672,-79.431,420
43.672,-79.426,52
43.672,-79.421,354
43.672,-79.416,492
43.672,-79.411,377
43.672,-79.406,121
43.672,-79.401,560
43.672,-79.396,221
43.672,-79.391,443
43.672,-79.386,231
43.672,-79.381,508
43.672,-79.376,63
43.672,-79.371,301
43.672,-79.366,255
43.672,-79.361,405
43.672,-79.356,283
43.672,-79.351,421
43.672,-79.346,101
43.672,-79.341,275
43.677,-79.461,460
43.677,-79.456,329
43.677,-79.451,152
43.677,-79.446,297
43.677,-79.441,564
43.677,-79.436,20
43.677,-79.431,371
43.677,-79.426,573
43.677,-79.421,456
43.677,-79.416,530
43.677,-79.411,445
43.677,-79.406,229
43.677,-79.401,440
43.677,-79.396,49
43.677,-79.391,201
43.677,-79.386,290
43.677,-79.381,269
43.677,-79.376,32
43.677,-79.371,474
43.677,-79.366,225
43.677,-79.361,270
43.677,-79.356,310
43.677,-79.351,348
43.677,-79.346,196
43.677,-79.341,403
43.682,-79.461,77
43.682,-79.456,137
43.682,-79.451,188
43.682,-79.446,215
43.682,-79.441,33
43.682,-79.436,558
43.682,-79.431,468
43.682,-79.426,555
43.682,-79.421,430
43.682,-79.416,366
43.682,-79.411,166
43.682,-79.406,141
43.682,-79.401,204
43.682,-79.396,361
43.682,-79.391,394
43.682,-79.386,513
43.682,-79.381,170
43.682,-79.376,553
43.682,-79.371,477
43.682,-79.366,80
43.682,-79.361,202
43.682,-79.356,82
43.682,-79.351,394
43.682,-79.346,102
43.682,-79.341,557
43.687,-79.461,540
43.687,-79.456,594
43.687,-79.451,332
43.687,-79.446,515
43.687,-79.441,594
43.687,-79.436,199
43.687,-79.431,197
43.687,-79.426,348
43.687,-79.421,223
43.687,-79.416,564
43.687,-79.411,458
43.687,-79.406,386
43.687,-79.401,553
43.687,-79.396,292
43.687,-79.391,73
43.687,-79.386,235
43.687,-79.381,58
43.687,-79.376,353
43.687,-79.371,283
43.687,-79.366,546
43.687,-79.361,364
43.687,-79.356,252
43.687,-79.351,334
43.687,-79.346,117
43.687,-79.341,592
43.692,-79.461,124
43.692,-79.456,31
43.692,-79.451,424
43.692,-79.446,481
43.692,-79.441,340
43.692,-79.436,587
43.692,-79.431,136
43.692,-79.426,117
43.692,-79.421,407
43.692,-79.416,179
43.692,-79.411,273
43.692,-79.406,279
43.692,-79.401,214
43.692,-79.396,72
43.692,-79.391,297
43.692,-79.386,169
43.692,-79.381,17
43.692,-79.376,345
43.692,-79.371,201
43.692,-79.366,13
43.692,-79.361,219
43.692,-79.356,599
43.692,-79.351,317
43.692,-79.346,315
43.692,-79.341,246
43.697,-79.461,22
43.697,-79.456,37
43.697,-79.451,158
43.697,-79.446,24
43.697,-79.441,446
43.697,-79.436,137
43.697,-79.431,173
43.697,-79.426,479
43.697,-79.421,351
43.697,-79.416,310
43.697,-79.411,230
43.697,-79.406,271
43.697,-79.401,188
43.697,-79.396,3
43.697,-79.391,276
43.697,-79.386,222
43.697,-79.381,328
43.697,-79.376,107
43.697,-79.371,586
43.697,-79.366,178
43.697,-79.361,472
43.697,-79.356,295
43.697,-79.351,19
43.697,-79.346,192
43.697,-79.341,113
43.702,-79.461,232
43.702,-79.456,315
43.702,-79.451,518
43.702,-79.446,245
43.702,-79.441,71
43.702,-79.436,281
43.702,-79.431,553
43.702,-79.426,487
43.702,-79.421,232
43.702,-79.416,580
43.702,-79.411,258
43.702,-79.406,372
43.702,-79.401,211
43.702,-79.396,542
43.702,-79.391,211
43.702,-79.386,592
43.702,-79.381,335
43.702,-79.376,12
43.702,-79.371,406
43.702,-79.366,315
43.702,-79.361,23
43.702,-79.356,449
43.702,-79.351,104
43.702,-79.346,24
43.702,-79.341,373
43.707,-79.461,316
43.707,-79.456,202
43.707,-79.451,319
43.707,-79.446,155
43.707,-79.441,351
43.707,-79.436,21
43.707,-79.431,306
43.707,-79.426,545
43.707,-79.421,326
43.707,-79.416,402
43.707,-79.411,202
43.707,-79.406,331
43.707,-79.401,488
43.707,-79.396,173
43.707,-79.391,76
43.707,-79.386,101
43.707,-79.381,334
43.707,-79.376,537
43.707,-79.371,121
43.707,-79.366,200
43.707,-79.361,62
43.707,-79.356,356
43.707,-79.351,17
43.707,-79.346,5
43.707,-79.341,451
43.712,-79.461,284
43.712,-79.456,13
43.712,-79.451,526
43.712,-79.446,217
43.712,-79.441,278
43.712,-79.436,384
43.712,-79.431,111
43.712,-79.426,260
43.712,-79.421,485
43.712,-79.416,165
43.712,-79.411,541
43.712,-79.406,337
43.712,-79.401,279
43.712,-79.396,170
43.712,-79.391,25
43.712,-79.386,389
43.712,-79.381,51
43.712,-79.376,209
43.712,-79.371,523
43.712,-79.366,67
43.712,-79.361,587
43.712,-79.356,64
43.712,-79.351,68
43.712,-79.346,307
43.712,-79.341,23
43.717,-79.461,285
43.717,-79.456,591
43.717,-79.451,569
43.717,-79.446,512
43.717,-79.441,584
43.717,-79.436,100
43.717,-79.431,490
43.717,-79.426,402
43.717,-79.421,64
43.717,-79.416,361
43.717,-79.411,339
43.717,-79.406,454
43.717,-79.401,230
43.717,-79.396,451
43.717,-79.391,432
43.717,-79.386,434
43.717,-79.381,258
43.717,-79.376,193
43.717,-79.371,8
43.717,-79.366,51
43.717,-79.361,498
43.717,-79.356,337
43.717,-79.351,159
43.717,-79.346,322
43.717,-79.341,223
43.722,-79.461,249
43.722,-79.456,386
43.722,-79.451,348
43.722,-79.446,446
43.722,-79.441,360
43.722,-79.436,72
43.722,-79.431,563
43.722,-79.426,326
43.722,-79.421,159
43.722,-79.416,356
43.722,-79.411,82
43.722,-79.406,50
43.722,-79.401,438
43.722,-79.396,540
43.722,-79.391,441
43.722,-79.386,249
43.722,-79.381,441
43.722,-79.376,597
43.722,-79.371,63
43.722,-79.366,366
43.722,-79.361,590
43.722,-79.356,474
43.722,-79.351,16
43.722,-79.346,246
43.722,-79.341,488
43.727,-79.461,431
43.727,-79.456,560
43.727,-79.451,131
43.727,-79.446,99
43.727,-79.441,224
43.727,-79.436,421
43.727,-79.431,474
43.727,-79.426,197
43.727,-79.421,76
43.727,-79.416,368
43.727,-79.411,144
43.727,-79.406,330
43.727,-79.401,502
43.727,-79.396,144
43.727,-79.391,147
43.727,-79.386,170
43.727,-79.381,280
43.727,-79.376,551
43.727,-79.371,223
43.727,-79.366,121
43.727,-79.361,350
43.727,-79.356,14
43.727,-79.351,482
43.727,-79.346,372
43.727,-79.341,456
43.732,-79.461,429
43.732,-79.456,340
43.732,-79.451,545
43.732,-79.446,33
43.732,-79.441,196
43.732,-79.436,239
43.732,-79.431,587
43.732,-79.426,587
43.732,-79.421,154
43.732,-79.416,407
43.732,-79.411,428
43.732,-79.406,222
43.732,-79.401,58
43.732,-79.396,100
43.732,-79.391,412
43.732,-79.386,378
43.732,-79.381,435
43.732,-79.376,144
43.732,-79.371,202
43.732,-79.366,560
43.732,-79.361,207
43.732,-79.356,329
43.732,-79.351,501
43.732,-79.346,433
43.732,-79.341,279
43.737,-79.461,306
43.737,-79.456,551
43.737,-79.451,270
43.737,-79.446,175
43.737,-79.441,117
43.737,-79.436,222
43.737,-79.431,473
43.737,-79.426,459
43.737,-79.421,92
43.737,-79.416,530
43.737,-79.411,527
43.737,-79.406,147
43.737,-79.401,180
43.737,-79.396,24
43.737,-79.391,554
43.737,-79.386,156
43.737,-79.381,520
43.737,-79.376,143
43.737,-79.371,521
43.737,-79.366,440
43.737,-79.361,192
43.737,-79.356,406
43.737,-79.351,89
43.737,-79.346,122
43.737,-79.341,18
43.742,-79.461,232
43.742,-79.456,481
43.742,-79.451,523
43.742,-79.446,460
43.742,-79.441,462
43.742,-79.436,185
43.742,-79.431,480
43.742,-79.426,464
43.742,-79.421,222
43.742,-79.416,526
43.742,-79.411,22
43.742,-79.406,501
