lat,long,time
43.647,-79.461,300
43.647,-79.456,180
43.647,-79.451,180
43.647,-79.446,120
43.647,-79.441,120
43.647,-79.436,240
43.647,-79.431,240
43.647,-79.426,180
43.647,-79.421,180
43.647,-79.416,180
43.647,-79.411,180
43.647,-79.406,180
43.647,-79.401,180
43.647,-79.396,60
43.647,-79.391,120
43.647,-79.386,120
43.647,-79.381,240
43.647,-79.376,180
43.647,-79.371,240
43.647,-79.366,180
43.647,-79.361,300
43.647,-79.356,300
43.647,-79.351,300
43.647,-79.346,360
43.647,-79.341,420
43.652,-79.461,240
43.652,-79.456,240
43.652,-79.451,120
43.652,-79.446,120
43.652,-79.441,240
43.652,-79.436,180
43.652,-79.431,240
43.652,-79.426,180
43.652,-79.421,300
43.652,-79.416,360
43.652,-79.411,300
43.652,-79.406,240
43.652,-79.401,240
43.652,-79.396,240
43.652,-79.391,180
43.652,-79.386,180
43.652,-79.381,120
43.652,-79.376,120
43.652,-79.371,180
43.652,-79.366,120
43.652,-79.361,180
43.652,-79.356,180
43.652,-79.351,180
43.652,-79.346,240
43.652,-79.341,300
43.657,-79.461,120
43.657,-79.456,180
43.657,-79.451,120
43.657,-79.446,180
43.657,-79.441,180
43.657,-79.436,180
43.657,-79.431,180
43.657,-79.426,180
43.657,-79.421,180
43.657,-79.416,300
43.657,-79.411,180
43.657,-79.406,240
43.657,-79.401,240
43.657,-79.396,300
43.657,-79.391,300
43.657,-79.386,240
43.657,-79.381,180
43.657,-79.376,120
43.657,-79.371,120
43.657,-79.366,180
43.657,-79.361,120
43.657,-79.356,120
43.657,-79.351,180
43.657,-79.346,180
43.657,-79.341,180
43.662,-79.461,180
43.662,-79.456,180
43.662,-79.451,120
43.662,-79.446,180
43.662,-79.441,180
43.662,-79.436,120
43.662,-79.431,60
43.662,-79.426,120
43.662,-79.421,240
43.662,-79.416,300
43.662,-79.411,300
43.662,-79.406,300
43.662,-79.401,360
43.662,-79.396,240
43.662,-79.391,180
43.662,-79.386,120
43.662,-79.381,120
43.662,-79.376,120
43.662,-79.371,120
43.662,-79.366,120
43.662,-79.361,180
43.662,-79.356,180
43.662,-79.351,180
43.662,-79.346,120
43.662,-79.341,120
43.667,-79.461,300
43.667,-79.456,180
43.667,-79.451,120
43.667,-79.446,120
43.667,-79.441,240
43.667,-79.436,180
43.667,-79.431,180
43.667,-79.426,180
43.667,-79.421,180
43.667,-79.416,240
43.667,-79.411,180
43.667,-79.406,300
43.667,-79.401,240
43.667,-79.396,240
43.667,-79.391,240
43.667,-79.386,120
43.667,-79.381,120
43.667,-79.376,120
43.667,-79.371,180
43.667,-79.366,240
43.667,-79.361,240
43.667,-79.356,240
43.667,-79.351,180
43.667,-79.346,120
43.667,-79.341,120
43.672,-79.461,180
43.672,-79.456,240
43.672,-79.451,180
43.672,-79.446,180
43.672,-79.441,180
43.672,-79.436,120
43.672,-79.431,120
43.672,-79.426,180
43.672,-79.421,120
43.672,-79.416,120
43.672,-79.411,180
43.672,-79.406,300
43.672,-79.401,240
43.672,-79.396,180
43.672,-79.391,120
43.672,-79.386,120
43.672,-79.381,120
43.672,-79.376,120
43.672,-79.371,180
43.672,-79.366,240
43.672,-79.361,300
43.672,-79.356,120
43.672,-79.351,120
43.672,-79.346,180
43.672,-79.341,180
43.677,-79.461,300
43.677,-79.456,300
43.677,-79.451,300
